DEPTH,CALI,DT,GR_CAL,HDRA,PEFZ,RHOZ,RLA3,RLA5,RXOZ,SP,TENS,TNPH
704.2404,325.4634,367.4925,87.5506,-1.27,3.0157,2307.1799,1.9934,2.1196,1.2625,-468.1079,926.2357,0.35771
704.3928,324.7174,367.6527,84.3054,-0.21,3.0178,2311.6902,2.0476,2.1749,1.2882,-468.0812,921.2461,0.36507
704.5452,324.0649,367.7488,88.4028,0.0,3.0052,2311.48,2.05,2.1824,1.3543,-467.8523,924.648,0.34203
704.6976,326.0227,365.474,85.3049,1.35,2.9802,2310.96,2.0546,2.1856,1.4127,-467.8409,934.4003,0.33882
704.85,325.7428,363.1992,81.3389,1.46,2.993,2303.1299,2.018,2.143,1.3587,-467.825,919.4318,0.33929
705.0024,326.8617,363.5837,80.3553,2.0,3.0045,2303.75,2.0254,2.1491,1.3797,-467.5341,922.1533,0.37841
705.1548,325.1835,366.4032,86.3374,0.39,2.9996,2305.28,2.0763,2.2031,1.4351,-467.4562,921.6996,0.36587
705.3072,323.7852,370.9528,89.73,-1.19,2.9709,2308.52,2.0923,2.2201,1.5823,-467.4602,912.4011,0.37805
705.4596,322.6666,374.4451,94.2534,-3.02,2.9789,2305.01,2.067,2.1961,1.6379,-467.3921,946.874,0.36747
705.612,322.6666,375.5985,91.7131,-2.63,2.9742,2306.3901,2.0556,2.1864,1.6699,-467.2437,912.1743,0.35628
705.7644,321.548,375.5344,92.6474,-0.83,2.9539,2313.5901,2.0559,2.1866,1.6683,-467.2159,889.4947,0.3585
705.9168,321.548,375.3102,91.5656,0.72,2.925,2320.74,2.0475,2.1751,1.687,-467.2102,932.8127,0.34657
706.0692,322.6666,373.3557,89.2382,4.03,2.8911,2336.1599,2.0871,2.2162,1.7012,-467.1875,924.648,0.36145
706.2216,323.2259,369.2227,89.2873,4.52,2.8907,2340.0801,2.117,2.2444,1.6295,-467.1136,879.2888,0.33448
706.374,324.6242,365.1857,85.5018,4.15,2.8671,2342.3601,2.1229,2.2512,1.5433,-467.2875,908.5455,0.32788
706.5264,323.7852,361.8215,89.14,0.59,2.8888,2327.3899,2.1742,2.3043,1.5038,-467.4943,948.6884,0.33115
706.6788,324.3445,358.97,91.4347,0.12,2.8641,2325.1902,2.1924,2.3241,1.4597,-467.5114,952.5441,0.34665
706.8312,324.6242,356.9515,96.8592,0.56,2.8747,2323.77,2.1003,2.2283,1.3876,-467.5909,920.1122,0.35358
706.9836,324.9038,363.1992,95.3843,1.05,2.8808,2327.9199,2.0904,2.2172,1.3975,-467.5796,921.2461,0.35094
707.136,326.3021,370.9528,93.5812,-0.5,2.9051,2326.99,2.1301,2.2624,1.5022,-467.5057,935.7612,0.36263
707.2884,327.7006,369.3828,88.8285,-1.35,2.8965,2329.6001,2.1492,2.2829,1.5598,-467.3375,924.648,0.38215
707.4408,326.582,365.9226,90.1398,-0.41,2.8523,2333.75,2.1663,2.3032,1.5435,-467.1477,902.1953,0.40274
707.5932,324.3445,365.0896,92.1228,0.56,3.0081,2326.8799,2.2428,2.395,1.4902,-467.1307,914.4422,0.41094
707.7456,321.8276,365.0255,92.833,0.22,3.1715,2312.73,2.1114,2.2605,1.4415,-467.1761,939.8434,0.39047
707.898,321.548,367.5246,96.5696,-1.32,3.3145,2300.4302,2.0895,2.2484,1.4388,-467.1563,929.4108,0.37668
708.0504,321.548,372.4586,99.8309,-0.98,3.2642,2309.05,2.1827,2.3658,1.5268,-467.0,926.916,0.35892
708.2028,322.387,372.0421,101.2515,-0.48,3.1983,2323.6301,2.1703,2.3671,1.6529,-466.8125,923.9676,0.37571
708.3552,322.387,371.1771,98.7275,1.25,3.1302,2339.76,2.1643,2.379,1.686,-466.7841,924.4213,0.38479
708.5076,322.9463,373.7082,99.2194,2.55,3.0783,2344.53,2.1506,2.3864,1.6625,-466.5625,907.6384,0.38448
708.66,322.1073,371.914,92.4998,2.72,3.0383,2340.2,2.1609,2.3999,1.6678,-466.35,919.4318,0.38275
708.8124,323.2259,366.7236,91.287,2.81,3.0138,2336.76,2.2329,2.4829,1.6614,-466.2102,952.5441,0.38223
708.9648,325.7428,364.4167,84.6496,0.82,2.9813,2329.52,2.2364,2.4925,1.632,-466.3523,917.6173,0.38111
709.1172,328.8192,365.1536,85.4687,-0.7,2.9872,2322.7798,2.1896,2.4338,1.5795,-466.1761,909.4528,0.38609
709.2696,331.0565,367.076,87.7632,-1.59,3.0304,2316.3198,2.1763,2.4187,1.5741,-466.1125,970.0072,0.37574
709.422,331.3364,369.4469,91.4508,-1.06,3.0689,2314.8701,2.1444,2.3724,1.6447,-465.9318,952.0904,0.36859
709.5744,328.8192,371.1771,99.0555,1.04,3.0723,2322.8401,2.2021,2.4221,1.7343,-465.3693,925.3284,0.37241
709.7268,328.2599,372.9392,99.711,1.18,3.0771,2323.8201,2.2553,2.4754,1.7475,-464.8563,941.2042,0.40775
709.8792,326.0227,373.6441,94.6305,0.22,3.1387,2318.21,2.1831,2.3824,1.6717,-464.4886,947.7813,0.39211
710.0316,322.1073,374.2849,95.1714,0.54,3.1632,2316.24,2.1688,2.3493,1.6416,-464.0739,960.7087,0.37207
710.184,323.2259,376.784,93.0409,1.54,3.1768,2312.03,2.2442,2.4122,1.678,-463.375,938.0291,0.33965
710.3364,323.7852,381.654,93.6962,3.4,3.1789,2303.8398,2.2243,2.3719,1.8092,-462.7159,936.895,0.37561
710.4888,322.9463,386.4919,91.8933,3.75,3.3284,2278.3999,2.2081,2.3415,1.7824,-462.2614,933.0395,0.41385
710.6412,321.8276,401.6786,98.285,6.15,3.7871,2256.0898,1.9601,2.0242,1.5004,-461.75,951.1832,0.46246
710.7936,321.548,429.1044,98.1212,7.57,4.3933,2234.25,1.9542,1.9612,1.2744,-461.0909,952.5441,0.43757
710.946,318.4716,426.2208,95.0565,7.14,4.929,2223.1099,2.0075,1.9863,0.9818,-460.475,947.1009,0.42311
711.0984,320.9887,406.3884,84.3709,1.65,5.2138,2205.03,1.7815,1.7405,0.7732,-460.0796,932.3591,0.41094
711.2508,318.1919,418.6275,76.6681,-1.24,5.3871,2200.8701,1.6977,1.6592,0.6208,-459.8312,954.812,0.4176
711.4032,319.8698,441.824,70.1125,-5.47,5.5509,2183.48,1.6941,1.6602,0.5664,-459.5511,934.1736,0.39599
711.5556,322.6666,451.564,65.4251,-9.06,5.6283,2167.52,1.6749,1.6551,0.5095,-459.4,919.4318,0.39317
711.708,319.8698,449.0329,67.0639,-15.06,5.5906,2159.9299,1.5852,1.5892,0.479,-459.5,922.1533,0.3735
711.8604,319.5901,424.4586,66.2281,-11.33,5.4221,2225.1201,1.6278,1.6707,0.5044,-459.5875,916.937,0.36104
712.0128,316.7936,359.2904,63.1633,6.87,5.135,2367.3799,2.5802,2.7498,0.8124,-459.6989,916.2567,0.3348
712.1652,315.675,278.2947,57.755,18.48,4.7544,2504.73,6.1369,6.8996,1.8857,-459.8239,924.4213,0.2536
712.3176,318.1919,233.1511,53.7888,28.48,4.3597,2602.04,12.0248,14.6137,11.3624,-459.8563,906.7311,0.19047
712.47,316.514,218.8295,51.4123,16.07,4.0677,2611.3901,18.3728,24.2653,21.6131,-459.9943,917.1639,0.15013
712.6224,315.9547,214.2799,50.4453,9.11,3.8742,2603.79,19.7965,26.3777,27.4271,-459.9688,935.7612,0.14519
712.7748,315.3951,215.177,54.7559,-0.84,3.7495,2573.2998,18.584,24.38,25.5531,-459.875,936.6683,0.14975
712.9272,314.5562,217.7401,57.2143,13.56,3.6204,2556.77,13.5396,17.0041,18.944,-459.7125,921.2461,0.16398
713.0796,315.675,238.9823,61.9017,14.36,3.5345,2515.22,6.9612,8.2681,8.5332,-459.5625,941.6578,0.18927
713.232,317.0733,271.7586,62.6391,12.57,3.4704,2441.9302,4.0967,4.7594,3.858,-459.4716,915.803,0.21518
713.3844,318.7512,318.8887,67.0641,-4.28,3.4727,2349.2,1.818,2.0223,1.2905,-459.525,919.4318,0.25657
713.5368,317.0733,377.0403,70.6696,-6.04,3.527,2273.55,1.5322,1.6645,0.7965,-459.6193,944.8329,0.31129
713.6892,317.0733,405.7797,69.9321,-5.74,3.6243,2233.0598,1.525,1.6376,0.6379,-459.5313,943.4721,0.35669
713.8416,318.1919,410.2652,71.571,-3.26,3.6911,2217.0701,1.5005,1.5882,0.6412,-459.6307,921.9266,0.36488
713.994,315.3951,409.5603,70.4892,0.13,3.7059,2219.6299,1.5963,1.6698,0.651,-459.975,889.0411,0.35764
714.1464,313.7172,407.4778,74.4226,0.5,3.7076,2219.5698,1.7131,1.7882,0.6765,-460.2727,918.071,0.38947
714.2988,313.7172,409.9448,74.0456,-0.75,3.7146,2216.3301,1.6613,1.7378,0.685,-460.6023,947.5544,0.38274
714.4512,313.1579,414.8148,74.1933,-1.97,3.737,2212.6001,1.5877,1.674,0.7043,-461.1375,913.0814,0.406
714.6036,312.0393,411.5788,71.8989,-0.92,3.7595,2218.74,1.6162,1.7534,0.6919,-461.6136,923.0605,0.3666
714.756,309.2427,405.1709,72.9312,-0.62,3.7726,2223.8601,1.5919,1.769,0.7092,-461.9375,969.5537,0.3805
714.9084,308.6831,404.434,73.6849,-2.55,3.756,2219.6602,1.5415,1.7465,0.6679,-462.2046,940.7505,0.33824
715.0608,307.5645,404.2418,74.3406,-3.73,3.7073,2218.05,1.5355,1.7694,0.6712,-462.5227,899.2469,0.34677
715.2132,308.1238,401.0699,74.0296,-2.67,3.6628,2226.2002,1.5779,1.8363,0.6668,-462.8875,918.9781,0.33194
715.3656,308.6831,396.2319,74.423,-1.6,3.6463,2232.45,1.5623,1.8319,0.6691,-463.2329,964.3374,0.33324
715.518,309.802,394.9183,80.6506,0.95,3.6869,2237.1899,1.5313,1.808,0.6453,-463.6193,923.7409,0.3514
715.6704,312.0393,399.4038,82.2732,2.63,3.8005,2231.6301,1.5275,1.814,0.6394,-464.0739,889.0411,0.34961
715.8228,313.1579,403.5369,81.2898,5.61,3.9449,2236.7,1.5096,1.801,0.6441,-464.5438,908.5455,0.34836
715.9752,311.7596,407.5739,79.8147,3.62,4.0812,2235.6401,1.4797,1.7668,0.6591,-465.0909,919.4318,0.33659
716.1276,313.1579,409.7846,79.159,0.3,4.1779,2237.9099,1.4644,1.748,0.6796,-465.5909,914.2155,0.38813
716.28,311.4799,406.6127,88.6649,-3.59,4.2823,2235.5801,1.4644,1.7424,0.7144,-465.8375,923.0605,0.43679
716.4324,313.1579,396.8086,86.5016,-3.8,4.3969,2242.4199,1.4065,1.6694,0.7424,-466.1932,913.9887,0.43106
716.5848,311.4799,387.6133,94.2042,6.7,4.4886,2273.4202,1.5475,1.8301,0.7907,-466.6761,915.1226,0.40823
716.7372,311.4799,395.3348,92.1393,20.18,4.5795,2312.2,1.5836,1.8595,0.8304,-467.1989,921.6996,0.39559
716.8896,312.0393,406.068,96.925,25.46,4.6846,2327.3699,1.474,1.7009,0.8389,-467.625,914.4422,0.39384
717.042,310.9206,412.0273,94.303,31.58,4.7896,2333.21,1.444,1.6363,0.8356,-468.0852,906.7311,0.41358
717.1944,310.3611,420.1013,93.942,32.57,4.9126,2329.5901,1.4789,1.6495,0.8623,-468.6761,919.4318,0.43459
717.3468,312.8782,421.2227,94.7616,31.39,5.1004,2326.3198,1.4822,1.6338,0.8656,-468.9773,924.4213,0.42869
717.4992,313.9968,414.4944,91.9755,18.24,5.3801,2302.8301,1.4147,1.5402,0.8683,-469.0187,913.5351,0.42743
717.6516,313.9968,408.1185,91.4346,14.03,5.677,2293.1199,1.3787,1.4803,0.8771,-469.4489,906.5043,0.38697
717.804,313.7172,409.9448,90.7792,19.98,5.959,2300.27,1.4074,1.4981,0.8926,-470.2954,932.3591,0.40719
717.9564,315.1157,420.3896,91.1068,27.15,6.2441,2310.02,1.4221,1.5009,0.8867,-470.5739,922.1533,0.41451
718.1088,315.3951,428.3354,90.5661,27.64,6.5548,2308.1401,1.3905,1.4561,0.8772,-470.9312,918.9783,0.44877
718.2612,316.2343,426.9257,93.9393,26.53,6.8933,2307.8201,1.3955,1.4561,0.8421,-471.6534,923.514,0.4259
718.4136,313.7172,421.7994,97.7417,21.44,7.2968,2308.3501,1.4251,1.4817,0.8664,-472.0511,942.7917,0.45569
718.566,314.2765,422.5042,101.9046,17.46,7.7493,2308.54,1.494,1.5505,0.9117,-472.0341,911.2672,0.44098
718.7184,318.7512,425.0674,99.3505,13.06,7.8591,2308.76,1.4504,1.5032,0.9496,-472.1364,888.1339,0.46524
718.8708,315.9547,425.1315,99.6455,12.28,7.6505,2312.5,1.3957,1.4463,0.9287,-472.4063,918.5245,0.46694
719.0232,315.3951,418.7556,99.8093,9.25,7.3076,2312.6599,1.3616,1.4132,0.8828,-472.6364,931.2252,0.502
719.1756,311.4799,411.4186,102.8739,7.09,7.2093,2313.74,1.3677,1.4231,0.871,-472.8068,933.4931,0.44565
719.328,312.5985,413.9818,100.4156,3.7,7.1551,2308.52,1.4262,1.4888,0.8825,-473.0114,884.5051,0.43691
719.4804,315.9547,418.8838,99.9241,3.26,6.8275,2314.9399,1.4511,1.5186,0.9404,-473.275,898.5665,0.40987
719.6328,319.3105,420.9343,97.3509,4.48,6.2137,2320.8899,1.4248,1.494,0.9263,-473.5284,948.0081,0.48242
719.7852,319.0309,419.9091,97.1709,9.13,5.5001,2334.3999,1.4419,1.5093,0.9287,-473.8813,926.0089,0.45457
719.9376,319.3105,417.6342,93.8928,11.23,4.8903,2340.0901,1.5495,1.6227,0.9529,-474.0568,899.4736,0.44351
720.09,321.2681,417.5061,94.7125,8.57,4.4785,2332.0798,1.5191,1.5946,1.0363,-474.2273,930.3179,0.43747
720.2424,322.1073,419.4926,96.515,3.7,4.3105,2313.4001,1.5255,1.6069,1.0587,-474.3188,909.4528,0.45565
720.3948,322.387,418.8197,100.9403,0.18,4.2895,2297.1399,1.5289,1.6193,1.0286,-474.1421,893.8038,0.45706
720.5472,322.1073,419.877,101.0714,-0.76,4.4174,2289.76,1.5061,1.5932,0.9923,-474.1313,911.2672,0.4669
720.6996,327.1411,417.9867,100.9236,-1.16,4.5956,2295.27,1.5281,1.6202,0.977,-474.2671,910.3599,0.48009
720.852,321.548,415.3915,100.088,-2.01,4.8218,2300.72,1.4914,1.5846,0.982,-474.4602,917.6174,0.48365
721.0044,319.3105,413.5973,93.4012,-2.08,4.8848,2314.3599,1.485,1.5764,1.0148,-474.4625,919.4318,0.46036
721.1568,319.0309,409.1758,95.6957,-1.76,4.8604,2324.22,1.6264,1.7285,1.0998,-474.3011,914.2155,0.42645
721.3092,318.4716,408.6953,93.8926,-1.61,4.8941,2326.0701,1.5366,1.6224,1.0984,-474.2437,928.5037,0.42799
721.4616,318.4716,410.938,97.0067,-0.11,4.9769,2323.3899,1.4484,1.5274,1.0411,-474.4602,928.2767,0.3911
721.614,318.1919,415.4235,94.8596,1.04,4.9339,2307.21,1.4053,1.4801,0.938,-474.6648,912.1743,0.41554
721.7664,318.1919,427.3422,92.4177,10.63,4.6132,2304.05,1.3542,1.4307,0.8781,-474.5562,931.452,0.44173
721.9188,320.9887,440.7027,97.0721,11.07,4.242,2275.4299,1.267,1.3429,0.8235,-474.3807,929.4108,0.51894
722.0712,325.1835,444.8358,96.9249,10.73,4.0526,2252.8401,1.2458,1.3232,0.8164,-474.15,921.0193,0.5893
722.2236,325.4634,445.1882,93.057,3.53,4.0389,2229.3701,1.2068,1.2748,0.8026,-474.0,948.6884,0.5547
722.376,327.7006,443.1697,88.4024,4.63,4.1042,2229.5,1.2776,1.3465,0.8136,-473.7671,952.5441,0.57481
722.5284,326.8617,437.7871,92.172,7.03,4.0677,2231.0901,1.2961,1.3656,0.8519,-473.7062,917.8442,0.53368
722.6808,326.8617,433.9424,100.1045,27.49,4.0052,2237.71,1.3107,1.3825,0.9129,-473.6364,912.6279,0.51608
722.8332,327.1411,432.3083,99.449,52.47,4.1783,2241.3,1.288,1.3625,0.9376,-473.4375,906.5043,0.47656
722.9856,329.6582,429.3927,94.0244,67.43,4.8065,2223.1499,1.2955,1.3708,0.851,-473.3409,930.7715,0.47343
723.138,335.8109,438.9405,85.6985,73.17,5.6859,2207.6799,1.2896,1.3779,0.4154,-473.2102,895.845,0.48955
723.2904,326.8617,454.768,85.7805,80.55,6.3882,2219.27,1.2515,1.3351,0.3586,-473.0625,885.639,0.47891
723.4428,326.0227,432.821,84.1576,92.11,6.6521,2247.4001,1.3249,1.4203,0.379,-472.8182,940.7505,0.49025
723.5952,324.3445,418.1469,86.8947,91.53,6.5875,2263.8198,1.3475,1.4413,0.4038,-472.7159,925.1016,0.5219
723.7476,325.4634,427.182,89.1071,78.79,6.3142,2265.78,1.3988,1.4939,0.4253,-472.65,916.2567,0.52298
723.9,327.421,418.9479,86.7636,55.68,5.9151,2257.78,1.4027,1.4971,0.4349,-472.3296,914.669,0.48673
724.0524,342.2434,424.1383,87.1405,31.59,5.4472,2253.8501,1.415,1.5023,0.6434,-472.0938,893.577,0.50805
724.2048,338.328,420.2615,82.7156,11.02,4.949,2236.6199,1.5529,1.6513,0.7745,-472.0796,907.6384,0.48434
724.3572,353.9891,409.5283,86.5013,10.35,4.4747,2236.77,1.5475,1.6491,0.7887,-471.8807,923.0605,0.46084
724.5096,326.0227,417.6663,86.0096,43.6,4.1114,2266.1699,1.5107,1.6088,0.8718,-471.6125,912.1743,0.43417
724.662,331.3362,423.914,89.3038,69.93,4.0428,2284.3999,1.5418,1.6358,0.9047,-471.3409,907.1848,0.45924
724.8144,329.9379,427.3422,88.5173,89.89,4.2405,2306.03,1.4934,1.5831,0.8646,-471.0812,914.8958,0.50007
724.9668,332.455,428.5277,87.911,70.55,4.5512,2274.76,1.5084,1.5995,0.8026,-471.0227,915.803,0.51082
725.1192,334.4126,431.3792,81.6667,57.99,4.6743,2267.6799,1.3966,1.4711,0.6109,-471.0909,927.1428,0.5023
725.2716,329.3786,432.6928,82.4532,46.0,4.5808,2282.1401,1.3544,1.4249,0.632,-471.2687,915.803,0.47777
725.424,331.0565,426.5092,81.0928,30.86,4.4055,2301.8,1.4657,1.5296,0.68,-471.2898,916.2567,0.42953
725.5764,315.3951,413.0526,88.7795,15.89,4.3245,2312.1599,1.4112,1.4657,1.0585,-471.125,913.5351,0.39977
725.7288,315.675,405.0748,87.3371,2.39,4.3527,2300.8499,1.4002,1.4492,1.086,-471.0739,904.4632,0.39755
725.8812,313.9968,412.8283,94.2207,1.77,4.4302,2303.6001,1.4321,1.4734,1.0732,-471.4091,918.9783,0.41353
726.0336,314.2765,425.1315,94.2206,2.58,4.5178,2302.7598,1.4304,1.4757,1.0825,-471.5812,917.1639,0.43971
726.186,314.2765,430.0976,95.6958,4.26,4.6262,2304.22,1.4011,1.4372,1.0655,-471.3239,892.4431,0.43116
726.3384,315.9547,431.4753,93.2375,4.63,4.7613,2306.52,1.4013,1.4405,1.0908,-471.3239,901.5149,0.49619
726.4908,316.7936,430.6102,90.3529,7.11,4.8487,2317.7,1.3964,1.4299,1.0907,-471.5313,929.8644,0.46738
726.6432,316.514,422.8887,89.5335,8.51,4.8682,2319.9302,1.3816,1.4128,1.0631,-471.6023,933.0395,0.46982
726.7956,315.675,423.4014,87.8943,18.3,4.8227,2334.3899,1.3614,1.3958,1.0382,-471.6818,934.4003,0.43151
726.948,316.514,431.6035,86.862,18.86,4.8082,2328.2002,1.3593,1.3896,1.0476,-472.0568,933.0395,0.41414
727.1004,317.0733,427.4704,91.6146,20.62,4.8206,2332.25,1.3779,1.4074,1.0572,-472.4148,926.4623,0.37776
727.2528,315.675,416.7051,93.9093,16.04,4.8428,2328.24,1.3615,1.3862,1.0588,-472.25,932.1324,0.40953
727.4052,314.8358,419.7168,95.3844,14.38,4.8665,2326.5701,1.352,1.3738,1.0463,-471.7329,936.4415,0.41294
727.5576,322.387,428.0471,89.6482,12.87,4.9217,2319.4001,1.3892,1.4141,1.0302,-471.6125,946.1937,0.45931
727.71,322.1073,431.5074,85.3868,8.3,5.0306,2300.72,1.3937,1.4197,1.0508,-471.5796,906.2775,0.4693
727.8624,324.0649,431.6355,87.1896,10.43,5.1465,2298.1602,1.3953,1.4225,1.0539,-471.3523,899.4736,0.52407
728.0148,323.2259,429.4568,88.5008,14.16,5.2621,2303.5,1.4032,1.4288,1.0819,-471.0739,918.9783,0.50533
728.1672,323.7852,423.0489,96.2038,13.17,5.3423,2305.1199,1.397,1.4254,1.1048,-470.7841,911.7207,0.51339
728.3196,323.2259,417.0255,93.7455,8.01,5.3692,2299.4001,1.4299,1.4591,1.1243,-470.7784,922.1533,0.48672
728.472,321.2681,421.0625,94.5651,0.99,5.2426,2290.03,1.4523,1.4876,1.1716,-470.4438,923.7409,0.50511
728.6244,322.387,426.6373,93.4178,-0.02,5.1546,2286.5801,1.437,1.4752,1.188,-470.125,916.2567,0.5053
728.7768,326.3021,427.3422,98.3344,0.67,5.2117,2284.0701,1.4151,1.4545,1.1951,-470.0114,917.6174,0.53064
728.9292,325.1835,428.5277,101.1204,3.0,5.3729,2285.1001,1.3559,1.3896,1.1505,-469.7954,940.297,0.48751
729.0816,325.4634,430.5782,97.8099,7.52,5.3148,2291.5701,1.3647,1.398,1.1391,-469.4688,937.5756,0.48633
729.234,322.387,431.9239,95.8434,8.8,4.9762,2284.21,1.3865,1.4229,1.0567,-469.2443,930.3179,0.5362
729.3864,323.7852,435.0637,92.893,8.28,4.4924,2262.01,1.3413,1.3781,1.0565,-469.0568,928.5037,0.56809
729.5388,330.4972,436.2812,93.7453,10.82,4.1572,2242.46,1.3877,1.4255,1.0338,-468.8062,938.7094,0.51175
729.6912,329.3786,433.7821,91.3687,28.11,3.9749,2250.23,1.3974,1.4354,1.0774,-468.3693,924.8748,0.45002
729.8436,324.9038,429.617,93.9912,64.74,4.0029,2278.77,1.4052,1.4386,1.106,-468.2437,926.0089,0.45802
729.996,336.6498,431.5394,95.8432,93.48,4.1581,2298.72,1.3971,1.4297,1.1306,-468.3807,933.9468,0.47037
730.1484,329.0989,436.5375,98.7114,115.24,4.363,2315.8901,1.3681,1.4011,1.1077,-468.5938,922.1533,0.45336
730.3008,334.1329,433.8462,98.5477,120.55,4.5091,2321.5798,1.379,1.417,1.0992,-468.375,887.9072,0.43089
730.4532,329.6582,428.4956,94.0406,128.37,4.5463,2325.54,1.3818,1.4182,1.1082,-468.3693,919.8853,0.422
730.6056,332.1754,429.2005,94.5977,128.48,4.5541,2312.5898,1.381,1.4181,1.0176,-468.5313,929.8644,0.44875
730.758,332.1754,430.45,97.5477,130.04,4.6577,2303.9602,1.4207,1.4631,1.0151,-468.5909,904.0096,0.47405
730.9104,329.9379,431.6355,100.0385,126.52,4.9556,2291.6802,1.3713,1.4144,0.9872,-468.75,905.3703,0.47021
731.0628,328.8192,438.2997,100.3991,93.77,5.5944,2253.48,1.3566,1.3992,1.0181,-469.0171,922.6069,0.46162
731.2152,340.8449,438.9405,96.1379,51.89,6.2795,2206.9299,1.403,1.4481,0.9266,-468.9886,935.9879,0.47546
731.3676,336.9295,435.1278,97.7938,15.53,6.7662,2172.1399,1.4227,1.4776,0.8894,-468.9312,924.4213,0.46281
731.52,327.7006,435.1919,97.6954,19.37,6.7086,2181.0,1.3682,1.417,0.8788,-468.9375,908.092,0.49623
731.6724,327.1411,434.0385,97.0727,27.4,6.4611,2192.5901,1.3881,1.4476,0.925,-468.8687,922.8336,0.48739
731.8248,322.9463,431.6996,93.1228,33.39,6.1886,2197.46,1.3946,1.4573,0.9329,-468.5171,935.7612,0.52762
731.9772,325.4634,428.0791,93.041,86.73,5.7835,2240.6399,1.3941,1.4601,0.9284,-468.1591,908.5455,0.49424
732.1296,327.1411,423.882,95.3024,127.53,5.3729,2251.47,1.3832,1.4467,0.9717,-467.9625,925.3284,0.50385
732.282,328.8192,427.9189,97.99,165.29,5.3601,2256.9302,1.362,1.4262,0.7809,-467.6136,943.4721,0.49391
732.4344,335.2516,439.7735,98.5633,153.86,5.9866,2231.6201,1.2917,1.3505,0.5074,-467.0938,943.9257,0.49471
732.5868,343.6417,441.0231,95.4006,151.22,6.7756,2236.3101,1.344,1.405,0.3652,-466.6534,926.916,0.5125
732.7392,327.9803,437.0822,94.0238,152.56,7.1106,2251.1499,1.3082,1.3751,0.3145,-466.2671,922.8336,0.51508
732.8916,323.5056,439.357,92.9096,138.21,7.3144,2239.78,1.3508,1.4135,0.3647,-465.8813,928.5037,0.51759
733.044,351.1926,433.9744,92.303,119.13,8.0234,2190.47,1.4325,1.4914,0.4983,-465.4091,940.297,0.50381
733.1964,397.0579,429.4889,94.27,102.58,8.9997,2126.4299,1.3672,1.4206,0.3554,-464.6875,924.4213,0.52261
733.3488,375.5235,447.9756,91.205,102.84,9.7201,2104.3701,1.3104,1.3483,0.2166,-464.2841,916.4834,0.62859
733.5012,369.6505,443.2658,92.6801,124.05,9.7685,2141.01,1.4376,1.4722,0.1875,-463.5,943.9257,0.60086
733.6536,344.4807,417.0255,93.1713,123.73,9.6765,2155.4302,1.4467,1.4981,0.2098,-462.6648,930.9984,0.56743
733.806,348.9554,413.7254,95.3841,105.23,9.6097,2086.0601,1.4159,1.5048,0.2076,-461.8352,941.2042,0.54562
733.9584,328.5396,430.0015,96.3186,56.72,9.4861,1981.88,1.2673,1.36,0.16,-460.6688,933.493,0.61859
734.1108,364.3369,458.9011,90.4188,27.29,9.252,1919.88,1.2277,1.2989,0.1328,-459.4034,920.5657,0.53696
734.2632,410.7617,466.174,90.0088,30.89,9.0081,1933.96,1.3068,1.3482,0.1277,-458.2125,927.5964,0.49841
734.4156,449.3557,452.4932,85.3047,44.67,8.8349,1952.75,1.3339,1.3551,0.1285,-458.2329,928.9572,0.47379
734.568,465.856,449.129,90.6641,69.04,8.6717,1994.24,1.3097,1.2982,0.1376,-458.6313,920.7925,0.49845
734.7204,485.4326,448.6805,88.7794,78.51,8.537,2039.08,1.3618,1.3081,0.1645,-458.7102,928.9572,0.4543
734.8728,485.153,438.3958,92.7621,87.69,8.464,2064.98,1.4645,1.3634,0.2034,-458.7898,925.782,0.48666
735.0252,458.8642,439.1007,85.7639,67.13,8.4066,2006.03,1.4727,1.3425,0.1756,-459.5625,918.9781,0.52078
735.1776,444.0418,448.6805,83.6825,53.02,8.3035,1949.75,1.4537,1.3205,0.1405,-459.7,951.1832,0.60794
735.33,437.8894,432.4044,83.3055,59.59,8.1584,1950.12,1.5151,1.4187,0.1283,-459.4546,929.4108,0.57614
735.4824,408.5242,428.4956,92.4832,54.51,8.0134,1970.77,1.4286,1.3704,0.1303,-459.25,919.4318,0.58026
735.6348,412.7193,444.8358,95.548,66.02,7.8621,2049.0601,1.4272,1.3748,0.1427,-459.0739,931.452,0.57665
735.7872,393.7018,449.065,93.2538,44.89,7.6638,2102.8699,1.4432,1.4161,0.1917,-458.4261,926.2357,0.5005
735.9396,394.8206,450.0902,91.2872,48.01,7.3492,2182.26,1.4037,1.3833,0.3332,-458.5454,947.1009,0.50964
736.092,380.2779,443.7464,91.2873,26.64,7.0575,2172.23,1.4143,1.4031,0.6751,-458.5187,928.05,0.48176
736.2444,404.3294,442.9134,99.1539,22.11,7.0133,2155.8499,1.3836,1.3823,0.703,-458.4034,931.6787,0.51169
736.3968,362.3793,452.8136,99.1538,44.61,6.8722,2168.8198,1.3295,1.338,0.7677,-458.8864,963.4302,0.54194
736.5492,369.6505,453.4864,99.9733,79.64,6.5857,2200.4299,1.368,1.3704,0.8096,-458.8636,953.4512,0.55613
736.7016,376.3627,447.9756,95.8593,123.52,5.8579,2245.52,1.3311,1.3464,0.8941,-458.4438,928.9572,0.5591
736.854,400.6936,440.991,97.1707,136.89,5.5025,2257.0601,1.351,1.3742,0.8661,-458.4546,935.3075,0.50571
