STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_SM
ABAB,ABB-064,1555.5468,9.534,-1.462,54.65248,2.986,0.1225,2.681,BTL,53.809312
ABAB,ABB-064,1555.6992,9.505,-1.963,54.48508,3.312,0.1208,2.674,BTL,53.581328000000006
ABAB,ABB-064,1555.8516,9.477,-2.284,53.36816,3.603,0.117,2.664,BTL,52.63356
ABAB,ABB-064,1556.004,9.457,-1.95,51.52,3.861,0.0968,2.673,BTL,51.066216000000004
ABAB,ABB-064,1556.1564,9.438,-1.617,49.14208,4.078,0.0866,2.698,BTL,49.185152
ABAB,ABB-064,1556.3088,9.42,-1.267,46.81576,4.206,0.079,2.695,BTL,47.413551999999996
ABAB,ABB-064,1556.4612,9.404,-1.484,45.07976,4.495,0.0741,2.696,BTL,46.2233992
ABAB,ABB-064,1556.6136,9.387,-1.885,44.51016,5.021,0.0738,2.669,BTL,46.0708536
ABAB,ABB-064,1556.766,9.371,-2.481,45.569236,5.519,0.0789,2.645,BTL,47.215491199999995
ABAB,ABB-064,1556.9184,9.308,-3.358,48.379352,5.78,0.1163,2.63,BTL,49.678376
ABAB,ABB-064,1557.0708,9.227,-4.3,52.53894799999999,5.737,0.1278,2.637,BTL,53.159507999999995
ABAB,ABB-064,1557.2232,9.146,-5.301,57.394184,5.388,0.1316,2.627,BTL,57.0857536
ABAB,ABB-064,1557.3756,9.082,-6.09,61.91581999999998,4.835,0.1353,2.626,BTL,60.823208799999996
ABAB,ABB-064,1557.528,9.1,-5.89,65.200464,4.319,0.1393,2.624,BTL,63.869505600000004
ABAB,ABB-064,1557.6804,9.118,-5.69,67.06662800000001,3.878,0.1434,2.651,BTL,65.92334
ABAB,ABB-064,1557.8328,9.115,-4.201,67.770432,3.481,0.1467,2.665,BTL,66.977448
ABAB,ABB-064,1557.9852,9.12,-3.2,67.663356,3.096,0.1426,2.66,BTL,67.29178720000002
ABAB,ABB-064,1558.1376,9.222,-2.199,67.18636,2.772,0.1382,2.655,BTL,67.1815896
ABAB,ABB-064,1558.29,9.377,-1.714,66.77216000000001,2.457,0.1444,2.656,BTL,66.86581520000001
ABAB,ABB-064,1558.4424,9.526,-1.392,66.51563999999999,2.297,0.153,2.648,BTL,66.46051200000001
ABAB,ABB-064,1558.5948,9.609,-0.933,66.19156000000001,2.136,0.1543,2.639,BTL,65.99423200000001
ABAB,ABB-064,1558.7472,9.639,-0.432,65.63684,2.055,0.1544,2.618,BTL,65.41739199999999
ABAB,ABB-064,1558.8996,9.669,-0.129,64.85496,2.015,0.1502,2.623,BTL,64.67122400000001
ABAB,ABB-064,1559.052,9.699,-1.067,63.88796,1.975,0.1388,2.618,BTL,63.811928
ABAB,ABB-064,1559.2044,9.729,-0.913,62.7848,1.966,0.1305,2.624,BTL,62.979143199999996
ABAB,ABB-064,1559.3568,9.735,-0.612,61.89508000000001,1.985,0.1362,2.638,BTL,62.2787976
ABAB,ABB-064,1559.5092,9.74,-0.41,61.472916,2.004,0.1393,2.659,BTL,61.7507472
ABAB,ABB-064,1559.6616,9.745,-0.294,61.353232000000006,2.032,0.1428,2.649,BTL,61.3853768
ABAB,ABB-064,1559.814,9.751,-0.406,61.247708,2.091,0.1481,2.625,BTL,61.06744640000001
ABAB,ABB-064,1559.9664,9.749,-0.752,60.95794800000001,2.15,0.1481,2.623,BTL,60.6482784
ABAB,ABB-064,1560.1188,9.747,-0.867,60.30542799999999,2.24,0.1445,2.638,BTL,60.11213680000001
ABAB,ABB-064,1560.2712,9.761,-0.7,59.377076,2.354,0.131,2.649,BTL,59.6022456
ABAB,ABB-064,1560.4236,9.776,-0.533,58.672524,2.469,0.1178,2.64,BTL,59.3528984
ABAB,ABB-064,1560.576,9.791,-0.707,58.698252,2.6,0.121,2.64,BTL,59.6019272
ABAB,ABB-064,1560.7284,9.805,-1.083,59.711212,2.78,0.1276,2.638,BTL,60.509993599999994
ABAB,ABB-064,1560.8808,9.819,-1.962,61.550572,2.96,0.1338,2.633,BTL,62.0925056
ABAB,ABB-064,1561.0332,9.833,-3.091,63.917408,3.127,0.1402,2.613,BTL,64.22899120000001
ABAB,ABB-064,1561.1856,9.847,-4.425,66.585084,3.261,0.15,2.601,BTL,66.7392528
ABAB,ABB-064,1561.338,9.854,-3.768,69.38068,3.281,0.1597,2.597,BTL,69.47895439999999
ABAB,ABB-064,1561.4904,9.861,-3.111,72.26252,3.126,0.1716,2.583,BTL,72.2945928
ABAB,ABB-064,1561.6428,9.877,-3.04,75.24908,2.837,0.1836,2.567,BTL,74.97479999999999
ABAB,ABB-064,1561.7952,9.893,-2.969,77.9956,2.543,0.1898,2.564,BTL,77.279864
ABAB,ABB-064,1561.9476,9.911,-2.898,79.98612,2.328,0.1974,2.57,BTL,78.937536
ABAB,ABB-064,1562.1,9.93,-2.827,80.90599999999999,2.163,0.2045,2.563,BTL,79.70824
ABAB,ABB-064,1562.2524,9.949,-2.604,80.55087999999999,1.997,0.2095,2.544,BTL,79.554048
ABAB,ABB-064,1562.4048,9.968,-1.332,79.10260000000001,1.936,0.2073,2.549,BTL,78.67339199999999
ABAB,ABB-064,1562.5572,9.987,-0.153,77.22464,1.881,0.1985,2.549,BTL,77.40241599999999
ABAB,ABB-064,1562.7096,10.0,0.059,75.58283999999999,1.826,0.2041,2.544,BTL,76.16914399999999
ABAB,ABB-064,1562.862,10.013,-0.524,74.55112,1.817,0.2097,2.552,BTL,75.34288799999999
ABAB,ABB-064,1563.0144,10.027,-1.225,74.38452,1.808,0.216,2.551,BTL,75.05284
ABAB,ABB-064,1563.1668,10.04,-1.912,74.97132,1.798,0.2102,2.56,BTL,75.18946480000001
ABAB,ABB-064,1563.3192,10.054,-2.381,75.7744,1.829,0.2044,2.574,BTL,75.53199520000001
ABAB,ABB-064,1563.4716,10.065,-2.851,76.26596400000001,1.866,0.1954,2.58,BTL,75.8267032
ABAB,ABB-064,1563.624,10.077,-2.88,76.26377199999999,1.904,0.1958,2.581,BTL,75.9133968
ABAB,ABB-064,1563.7764,10.089,-2.546,75.85806,1.942,0.1983,2.584,BTL,75.93803599999998
ABAB,ABB-064,1563.9288,10.101,-2.212,75.40478799999998,1.979,0.2015,2.582,BTL,76.32473039999999
ABAB,ABB-064,1564.0812,10.119,-2.011,75.897596,1.982,0.2047,2.576,BTL,77.5528688
ABAB,ABB-064,1564.2336,10.136,-2.013,78.19943599999999,1.985,0.2111,2.576,BTL,79.94160319999999
ABAB,ABB-064,1564.386,10.149,-2.821,82.404464,1.987,0.218,2.575,BTL,83.5668776
ABAB,ABB-064,1564.5384,10.162,-3.711,87.80173199999999,1.974,0.227,2.571,BTL,88.021524
ABAB,ABB-064,1564.6908,10.174,-5.212,93.53116,1.899,0.2403,2.575,BTL,92.4989128
ABAB,ABB-064,1564.8432,10.187,-5.67,98.170828,1.835,0.2231,2.56,BTL,96.1201528
ABAB,ABB-064,1564.9956,10.2,-5.27,100.58638,1.773,0.2136,2.56,BTL,98.272572
ABAB,ABB-064,1565.148,10.206,-3.97,100.510664,1.71,0.2025,2.56,BTL,98.65882640000001
ABAB,ABB-064,1565.3004,10.212,-3.101,98.56382800000002,1.647,0.1983,2.57,BTL,97.453276
ABAB,ABB-064,1565.4528,10.217,-2.233,95.462432,1.584,0.2041,2.574,BTL,95.20145600000001
ABAB,ABB-064,1565.6052,10.208,-1.385,92.143076,1.592,0.2076,2.571,BTL,92.5509552
ABAB,ABB-064,1565.7576,10.185,-0.883,89.32728,1.607,0.2143,2.565,BTL,89.9958376
ABAB,ABB-064,1565.91,10.162,-0.642,87.25816,1.624,0.2209,2.564,BTL,87.8647832
ABAB,ABB-064,1566.0624,10.091,-0.542,85.78824,1.64,0.2294,2.559,BTL,86.277712
ABAB,ABB-064,1566.2148,9.998,-0.518,84.80716,1.725,0.2177,2.534,BTL,85.206448
ABAB,ABB-064,1566.3672,9.876,-0.495,84.20772000000001,1.813,0.2078,2.531,BTL,84.57104799999999
ABAB,ABB-064,1566.5196,9.758,-0.471,83.97095999999999,1.895,0.2049,2.536,BTL,84.324368
ABAB,ABB-064,1566.672,9.64,-0.565,84.08116,1.97,0.2082,2.568,BTL,84.414328
ABAB,ABB-064,1566.8244,9.671,-0.779,84.55483999999998,2.045,0.2113,2.58,BTL,84.767552
ABAB,ABB-064,1566.9768,9.712,-2.031,85.25696,2.016,0.2088,2.566,BTL,85.240104
ABAB,ABB-064,1567.1292,9.755,-3.044,85.97384,1.979,0.2064,2.561,BTL,85.650072
ABAB,ABB-064,1567.2816,9.813,-2.937,86.33372,1.941,0.2132,2.585,BTL,85.76587199999999
ABAB,ABB-064,1567.434,9.902,-2.829,86.131,1.904,0.2133,2.573,BTL,85.3816248
ABAB,ABB-064,1567.5864,9.989,-1.826,85.13383999999999,1.861,0.2133,2.572,BTL,84.3919304
ABAB,ABB-064,1567.7388,10.032,-1.531,83.335724,1.814,0.216,2.568,BTL,82.91900480000001
ABAB,ABB-064,1567.8912,10.035,-1.237,81.025368,1.798,0.2183,2.564,BTL,81.2495272
ABAB,ABB-064,1568.0436,10.038,-0.942,78.969092,1.82,0.2123,2.563,BTL,79.80203359999999
ABAB,ABB-064,1568.196,10.042,-1.047,77.78361199999999,1.86,0.2051,2.561,BTL,78.96228959999999
ABAB,ABB-064,1568.3484,9.995,-1.162,77.896372,1.902,0.1979,2.562,BTL,78.95603919999999
ABAB,ABB-064,1568.5008,9.966,-2.258,79.137004,1.952,0.1937,2.57,BTL,79.6475224
ABAB,ABB-064,1568.6532,9.943,-4.258,80.994116,2.003,0.1934,2.576,BTL,80.6275096
ABAB,ABB-064,1568.8056,9.915,-6.199,82.42650799999998,2.079,0.1909,2.595,BTL,81.3581288
ABAB,ABB-064,1568.958,9.887,-6.736,82.683548,2.168,0.1951,2.583,BTL,81.4693512
ABAB,ABB-064,1569.1104,9.859,-5.359,81.549468,2.258,0.1905,2.58,BTL,80.8561688
ABAB,ABB-064,1569.2628,9.832,-3.438,79.693116,2.309,0.182,2.566,BTL,79.81869359999999
ABAB,ABB-064,1569.4152,9.807,-2.127,77.928204,2.354,0.1746,2.576,BTL,78.9773624
ABAB,ABB-064,1569.5676,9.783,-1.681,77.23913200000001,2.398,0.1689,2.588,BTL,79.0438384
ABAB,ABB-064,1569.72,9.756,-1.747,78.47689199999999,2.438,0.1694,2.614,BTL,80.45830240000001
ABAB,ABB-064,1569.8724,9.743,-1.812,81.881848,2.455,0.1797,2.628,BTL,83.2658984
ABAB,ABB-064,1570.0248,9.731,-1.877,86.765436,2.443,0.2114,2.639,BTL,87.0960504
ABAB,ABB-064,1570.1772,9.719,-2.768,91.966184,2.432,0.2154,2.636,BTL,91.16195359999999
ABAB,ABB-064,1570.3296,9.707,-3.77,96.389892,2.476,0.2089,2.631,BTL,94.5180832
ABAB,ABB-064,1570.482,9.696,-3.957,98.806408,2.535,0.2076,2.634,BTL,96.45437039999999
ABAB,ABB-064,1570.6344,9.691,-3.681,98.662496,2.59,0.1677,2.664,BTL,96.7902312
ABAB,ABB-064,1570.7868,9.685,-3.413,96.446872,2.657,0.1279,2.66,BTL,95.8294488
ABAB,ABB-064,1570.9392,9.679,-3.589,93.645488,2.612,0.1142,2.667,BTL,94.335172
ABAB,ABB-064,1571.0916,9.681,-3.766,91.58598,2.492,0.1272,2.647,BTL,93.24318000000001
ABAB,ABB-064,1571.244,9.682,-3.454,91.335024,2.321,0.143,2.623,BTL,93.2536216
ABAB,ABB-064,1571.3964,9.707,-3.132,93.202536,2.104,0.1635,2.627,BTL,94.4544168
ABAB,ABB-064,1571.5488,9.928,-3.101,96.49908,1.931,0.2932,2.627,BTL,96.394848
ABAB,ABB-064,1571.7012,10.052,-3.149,99.649464,1.788,0.3025,2.556,BTL,98.28870239999999
ABAB,ABB-064,1571.8536,10.117,-3.198,101.288136,1.645,0.2448,2.493,BTL,99.28782319999999
ABAB,ABB-064,1572.006,9.91,-3.246,100.804296,1.538,0.2181,2.504,BTL,98.80666879999998
ABAB,ABB-064,1572.1584,9.726,-3.295,98.19814,1.513,0.2031,2.569,BTL,96.7789912
ABAB,ABB-064,1572.3108,9.702,-3.295,94.093308,1.488,0.2005,2.629,BTL,93.57534799999999
ABAB,ABB-064,1572.4632,9.678,-3.296,89.511076,1.554,0.1983,2.564,BTL,89.7552488
ABAB,ABB-064,1572.6156,9.773,-3.296,85.26992,1.643,0.2062,2.54,BTL,85.9172368
ABAB,ABB-064,1572.768,9.948,-3.297,81.7038,1.732,0.2196,2.568,BTL,82.5495432
ABAB,ABB-064,1572.9204,10.113,-3.297,79.00808,1.823,0.2586,2.566,BTL,79.894344
ABAB,ABB-064,1573.0728,10.094,-3.298,77.25484,1.905,0.2763,2.49,BTL,78.03154400000001
ABAB,ABB-064,1573.2252,10.076,-3.298,76.23508000000001,1.955,0.2841,2.413,Lower_BTL,76.992536
ABAB,ABB-064,1573.3776,10.072,-3.742,75.95591999999999,1.926,0.3326,2.424,Lower_BTL,76.738496
ABAB,ABB-064,1573.53,10.068,-4.551,76.50876000000001,1.776,0.3522,2.388,Lower_BTL,77.147728
ABAB,ABB-064,1573.6824,10.099,-4.4,77.73787999999999,1.63,0.373,2.331,Lower_BTL,78.09451199999998
ABAB,ABB-064,1573.8348,10.679,-3.796,79.301,1.496,0.4111,2.337,Lower_BTL,79.39166399999999
ABAB,ABB-064,1573.9872,10.964,-3.862,80.969,1.405,0.4252,2.284,Lower_BTL,80.77752799999999
ABAB,ABB-064,1574.1396,11.304,-3.927,82.44167999999999,1.37,0.4249,2.236,Lower_BTL,82.017656
ABAB,ABB-064,1574.292,10.624,-3.992,83.43808,1.335,0.4026,2.253,Lower_BTL,82.946688
ABAB,ABB-064,1574.4444,10.58,-3.895,83.93852,1.3,0.3644,2.252,Lower_BTL,83.44744
ABAB,ABB-064,1574.5968,10.536,-3.759,83.94615999999999,1.264,0.3691,2.21,Lower_BTL,83.42848799999999
ABAB,ABB-064,1574.7492,10.508,-3.622,83.47276000000001,1.227,0.3755,2.157,Lower_BTL,82.83896
ABAB,ABB-064,1574.9016,10.225,-3.593,82.34692,1.191,0.3694,2.203,Lower_BTL,81.62874400000001
ABAB,ABB-064,1575.054,10.1,-3.563,80.49044,1.194,0.2592,2.186,Lower_BTL,79.79189600000001
ABAB,ABB-064,1575.2064,9.799,-3.534,77.88744,1.269,0.2109,2.279,Lower_BTL,77.402064
ABAB,ABB-064,1575.3588,9.506,-3.477,74.76192,1.345,0.1705,2.598,Lower_BTL,74.67338400000001
ABAB,ABB-064,1575.5112,9.469,-3.408,71.5236,1.42,0.1528,2.658,Lower_BTL,71.91208800000001
ABAB,ABB-064,1575.6636,9.479,-3.34,68.70352000000001,1.577,0.1376,2.66,Lower_BTL,69.423096
ABAB,ABB-064,1575.816,9.489,-3.188,66.68396,1.792,0.1314,2.652,Lower_BTL,67.423736
ABAB,ABB-064,1575.9684,9.522,-2.907,65.44248000000002,2.019,0.1276,2.666,Lower_BTL,65.991072
ABAB,ABB-064,1576.1208,9.623,-2.625,64.76512000000001,2.263,0.1182,2.678,Lower_BTL,65.04068000000001
ABAB,ABB-064,1576.2732,9.689,-2.801,64.36028000000002,2.498,0.1104,2.653,Lower_BTL,64.38256000000001
ABAB,ABB-064,1576.4256,9.68,-3.038,63.95155999999999,2.699,0.1044,2.614,Lower_BTL,63.921192000000005
ABAB,ABB-064,1576.578,9.671,-3.275,63.39336000000001,2.728,0.1093,2.661,Lower_BTL,63.66796800000001
ABAB,ABB-064,1576.7304,9.673,-4.072,63.13564,2.744,0.1236,2.688,Lower_BTL,63.717848000000004
ABAB,ABB-064,1576.8828,9.676,-4.375,63.499,2.634,0.14,2.658,Lower_BTL,64.25892
ABAB,ABB-064,1577.0352,9.686,-4.542,64.60968,2.51,0.2339,2.642,Lower_BTL,65.51936
ABAB,ABB-064,1577.1876,9.696,-4.709,66.65692,2.386,0.281,2.62,Lower_BTL,67.5267832
ABAB,ABB-064,1577.34,9.706,-4.221,69.69556,2.216,0.2881,2.528,Lower_BTL,70.1569016
ABAB,ABB-064,1577.4924,9.736,-3.721,73.17275599999999,2.015,0.2865,2.499,Lower_BTL,73.2058272
ABAB,ABB-064,1577.6448,9.858,-3.627,76.64959200000001,1.834,0.3103,2.515,Lower_BTL,76.3268
ABAB,ABB-064,1577.7972,9.957,-3.534,79.85430799999999,1.72,0.3196,2.541,Lower_BTL,79.043708
ABAB,ABB-064,1577.9496,10.033,-3.404,82.26178399999999,1.612,0.3044,2.507,Lower_BTL,80.9542656
ABAB,ABB-064,1578.102,9.858,-3.104,83.28009999999999,1.695,0.2375,2.485,Lower_BTL,81.79836079999998
ABAB,ABB-064,1578.2544,9.602,-2.851,82.725544,1.779,0.195,2.578,Lower_BTL,81.4364016
ABAB,ABB-064,1578.4068,9.419,-3.151,80.870068,1.862,0.176,2.616,Lower_BTL,79.95177199999999
ABAB,ABB-064,1578.5592,9.342,-3.26,78.04451200000001,1.981,0.1728,2.66,Lower_BTL,77.67248000000001
ABAB,ABB-064,1578.7116,9.266,-3.185,74.838636,2.199,0.163,2.679,Lower_BTL,75.0302032
ABAB,ABB-064,1578.864,9.226,-3.11,71.88364,2.485,0.1551,2.659,Lower_BTL,72.3428944
ABAB,ABB-064,1579.0164,9.187,-3.746,69.51415999999999,2.887,0.1486,2.651,Lower_BTL,69.83488159999999
ABAB,ABB-064,1579.1688,9.147,-5.581,67.433524,3.571,0.1267,2.648,Lower_BTL,67.60621280000001
ABAB,ABB-064,1579.3212,9.146,-8.951,65.504448,4.557,0.1152,2.666,Lower_BTL,65.62311199999999
ABAB,ABB-064,1579.4736,9.145,-10.533,63.695292,5.135,0.1145,2.693,Lower_BTL,63.82127600000001
ABAB,ABB-064,1579.626,9.171,-10.263,61.968136,5.317,0.1203,2.72,Lower_BTL,62.3133024
ABAB,ABB-064,1579.7784,9.198,-9.424,60.50498,5.421,0.1196,2.731,Lower_BTL,61.25175839999999
ABAB,ABB-064,1579.9308,9.24,-8.5,59.893656,5.371,0.1192,2.717,Lower_BTL,60.68298
ABAB,ABB-064,1580.0832,9.283,-7.743,60.19672799999999,5.286,0.123,2.688,Lower_BTL,60.58198319999999
ABAB,ABB-064,1580.2356,9.325,-7.173,60.85139999999999,5.183,0.1203,2.682,Lower_BTL,60.81702399999999
ABAB,ABB-064,1580.388,9.367,-6.603,61.463152,4.983,0.1092,2.669,Lower_BTL,61.050024799999996
ABAB,ABB-064,1580.5404,9.428,-6.033,61.680184,4.782,0.0994,2.656,Lower_BTL,60.915164000000004
ABAB,ABB-064,1580.6928,9.495,-5.463,61.05866,4.581,0.098,2.659,Lower_BTL,60.285241600000006
ABAB,ABB-064,1580.8452,9.563,-5.514,59.522424,4.38,0.104,2.663,Lower_BTL,59.2114016
ABAB,ABB-064,1580.9976,9.63,-5.283,57.701788,4.153,0.11,2.681,Lower_BTL,57.87678000000001
ABAB,ABB-064,1581.15,9.688,-4.898,56.093952,3.886,0.1167,2.72,Lower_BTL,56.56380800000001
ABAB,ABB-064,1581.3024,9.746,-4.64,55.007076000000005,3.635,0.1259,2.72,Lower_BTL,55.552843200000005
ABAB,ABB-064,1581.4548,9.793,-4.524,54.4938,3.451,0.1313,2.686,Lower_BTL,54.944101599999996
ABAB,ABB-064,1581.6072,9.841,-4.5,54.4676,3.25,0.1379,2.671,Lower_BTL,54.6941672
ABAB,ABB-064,1581.7596,9.877,-4.476,54.65808,3.119,0.1629,2.675,Lower_BTL,54.673272
ABAB,ABB-064,1581.912,9.903,-2.964,54.844280000000005,2.989,0.1674,2.667,Lower_BTL,54.779391999999994
ABAB,ABB-064,1582.0644,9.93,-2.673,54.90259999999999,2.858,0.1718,2.649,Lower_BTL,54.965959999999995
ABAB,ABB-064,1582.2168,9.957,-2.507,55.0244,2.72,0.196,2.657,Lower_BTL,55.23972
ABAB,ABB-064,1582.3692,9.984,-2.412,55.40044,2.582,0.2099,2.634,Lower_BTL,55.655967999999994
ABAB,ABB-064,1582.5216,9.992,-2.99,56.026880000000006,2.526,0.2163,2.628,Lower_BTL,56.286456
ABAB,ABB-064,1582.674,10.0,-3.525,56.925520000000006,2.491,0.2113,2.584,Lower_BTL,57.118544
ABAB,ABB-064,1582.8264,10.014,-3.375,58.05504,2.457,0.1996,2.615,Lower_BTL,58.089048000000005
ABAB,ABB-064,1582.9788,10.015,-3.225,59.18484,2.429,0.1887,2.592,Lower_BTL,59.174616
ABAB,ABB-064,1583.1312,10.015,-3.075,60.25296000000001,2.402,0.1986,2.593,Lower_BTL,60.364912000000004
ABAB,ABB-064,1583.2836,10.016,-2.865,61.45472000000001,2.375,0.2059,2.63,Lower_BTL,61.672695999999995
ABAB,ABB-064,1583.436,10.016,-2.65,62.877,2.314,0.1983,2.591,Lower_BTL,63.159328
ABAB,ABB-064,1583.5884,9.986,-2.436,64.59396,2.239,0.1883,2.561,Lower_BTL,64.854656
ABAB,ABB-064,1583.7408,9.957,-2.467,66.618,2.172,0.1978,2.602,Lower_BTL,66.679096
ABAB,ABB-064,1583.8932,9.885,-2.644,68.7296,2.143,0.211,2.548,Lower_BTL,68.47747199999999
ABAB,ABB-064,1584.0456,9.754,-2.82,70.57692,2.114,0.21,2.62,Lower_BTL,70.042168
ABAB,ABB-064,1584.198,9.533,-2.824,71.86887999999999,2.126,0.1964,2.584,Lower_BTL,71.166896
ABAB,ABB-064,1584.3504,9.389,-2.827,72.41744000000001,2.14,0.1845,2.544,Lower_BTL,71.72913600000001
ABAB,ABB-064,1584.5028,9.381,-2.846,72.24164,2.142,0.1858,2.617,Lower_BTL,71.69936799999999
ABAB,ABB-064,1584.6552,9.479,-2.983,71.5408,2.145,0.1864,2.63,Lower_BTL,71.12252000000001
ABAB,ABB-064,1584.8076,9.623,-3.372,70.42808,2.163,0.2127,2.623,Lower_BTL,70.105768
ABAB,ABB-064,1584.96,9.739,-3.665,68.98464000000001,2.194,0.2088,2.602,Lower_BTL,68.75299199999999
ABAB,ABB-064,1585.1124,9.741,-3.717,67.33368,2.275,0.1945,2.582,Lower_BTL,67.110504
ABAB,ABB-064,1585.2648,9.702,-3.77,65.47776,2.402,0.1773,2.59,Lower_BTL,65.217504
ABAB,ABB-064,1585.4172,9.647,-3.376,63.32836,2.529,0.1682,2.595,Lower_BTL,63.15414400000001
ABAB,ABB-064,1585.5696,9.592,-3.014,60.963080000000005,2.665,0.1611,2.606,Lower_BTL,61.007112000000006
ABAB,ABB-064,1585.722,9.566,-2.81,58.66784,2.834,0.1519,2.614,Lower_BTL,58.911016000000004
ABAB,ABB-064,1585.8744,9.557,-2.605,56.59851999999999,3.034,0.1437,2.596,Lower_BTL,57.082151999999994
ABAB,ABB-064,1586.0268,9.547,-2.4,54.99728,3.245,0.1372,2.602,Lower_BTL,55.729704000000005
ABAB,ABB-064,1586.1792,9.538,-2.599,54.18404,3.464,0.1342,2.629,Lower_BTL,54.958431999999995
ABAB,ABB-064,1586.3316,9.524,-2.908,54.20084000000001,3.542,0.1383,2.655,Lower_BTL,54.79164800000001
ABAB,ABB-064,1586.484,9.51,-3.217,54.81148,3.66,0.1548,2.651,Lower_BTL,55.166224000000014
ABAB,ABB-064,1586.6364,9.497,-3.526,55.7646,3.667,0.1714,2.674,Lower_BTL,55.91613600000001
ABAB,ABB-064,1586.7888,9.48,-3.836,56.87016,3.57,0.1779,2.7,Lower_BTL,56.893376
ABAB,ABB-064,1586.9412,9.466,-3.779,57.9336,3.419,0.1827,2.683,Lower_BTL,58.01700000000001
ABAB,ABB-064,1587.0936,9.451,-3.954,59.08704,3.256,0.192,2.679,Lower_BTL,59.262976
ABAB,ABB-064,1587.246,9.437,-4.141,60.42960000000001,3.083,0.1906,2.652,Lower_BTL,60.613368
ABAB,ABB-064,1587.3984,9.423,-4.14,61.99448,2.905,0.1865,2.622,Lower_BTL,62.068016000000014
ABAB,ABB-064,1587.5508,9.414,-3.925,63.62212000000001,2.718,0.1842,2.616,Lower_BTL,63.556864000000004
ABAB,ABB-064,1587.7032,9.405,-3.652,65.20684000000001,2.541,0.1816,2.604,Lower_BTL,64.985472
ABAB,ABB-064,1587.8556,9.405,-3.223,66.53128000000001,2.42,0.1671,2.601,Lower_BTL,66.28520800000001
ABAB,ABB-064,1588.008,9.41,-2.793,67.57264,2.31,0.1513,2.639,Lower_BTL,67.46197600000002
ABAB,ABB-064,1588.1604,9.427,-2.364,68.49316000000002,2.218,0.1613,2.666,Lower_BTL,68.544216
ABAB,ABB-064,1588.3128,9.445,-1.725,69.50596,2.144,0.1752,2.663,Lower_BTL,69.59592
ABAB,ABB-064,1588.4652,9.465,-1.384,70.61804,2.07,0.187,2.644,Lower_BTL,70.654696
ABAB,ABB-064,1588.6176,9.524,-1.084,71.78979999999999,2.058,0.1922,2.645,Lower_BTL,71.685096
ABAB,ABB-064,1588.77,9.537,-0.849,72.86652,2.046,0.1862,2.556,Lower_BTL,72.58183999999999
ABAB,ABB-064,1588.9224,9.318,-0.672,73.64516,2.034,0.1766,2.574,Lower_BTL,73.242088
ABAB,ABB-064,1589.0748,9.284,-0.495,73.98967999999999,2.022,0.1744,2.672,Lower_BTL,73.561512
ABAB,ABB-064,1589.2272,9.258,-0.272,73.91928,2.045,0.1898,2.648,Lower_BTL,73.473648
ABAB,ABB-064,1589.3796,9.232,-0.041,73.38692,2.07,0.197,2.638,Lower_BTL,72.944544
ABAB,ABB-064,1589.532,9.206,-0.069,72.4272,2.111,0.1917,2.614,Lower_BTL,71.95124000000001
ABAB,ABB-064,1589.6844,9.181,-0.152,70.99964,2.173,0.1997,2.617,Lower_BTL,70.433456
ABAB,ABB-064,1589.8368,9.155,-0.236,69.02315999999999,2.25,0.2125,2.616,Lower_BTL,68.3668728
ABAB,ABB-064,1589.9892,9.127,-0.473,66.33036000000001,2.351,0.2201,2.593,Lower_BTL,65.8189072
ABAB,ABB-064,1590.1416,9.099,-0.71,63.054004,2.474,0.2066,2.589,Lower_BTL,63.045487200000004
ABAB,ABB-064,1590.294,9.071,-0.962,59.687372,2.621,0.1935,2.674,Lower_BTL,60.536148000000004
ABAB,ABB-064,1590.4464,9.042,-1.995,57.13253999999999,2.795,0.1944,2.638,Lower_BTL,58.9326008
ABAB,ABB-064,1590.5988,9.009,-3.028,56.476464,2.957,0.1673,2.616,Lower_BTL,58.85262720000001
ABAB,ABB-064,1590.7512,8.978,-4.439,58.31262400000001,3.047,0.1563,2.606,Lower_BTL,60.6596328
ABAB,ABB-064,1590.9036,9.077,-6.214,62.654136,3.063,0.1539,2.577,Lower_BTL,64.2633784
ABAB,ABB-064,1591.056,9.276,-8.66,68.7224,2.962,0.1806,2.542,Lower_BTL,69.0556112
ABAB,ABB-064,1591.2084,9.557,-10.69,75.151268,2.874,0.2234,2.447,Lower_BTL,74.27622879999998
ABAB,ABB-064,1591.3608,9.846,-9.67,80.43762799999999,2.79,0.2839,2.383,Lower_BTL,79.18865759999998
ABAB,ABB-064,1591.5132,10.099,-7.759,84.41571199999998,2.691,0.244,2.449,Lower_BTL,83.32986799999999
ABAB,ABB-064,1591.6656,10.169,-6.229,87.21628,2.566,0.2041,2.535,Lower_BTL,86.66136959999999
ABAB,ABB-064,1591.818,10.162,-5.47,89.428452,2.426,0.179,2.561,Lower_BTL,89.5417736
ABAB,ABB-064,1591.9704,9.946,-5.846,91.808776,2.284,0.1618,2.574,Lower_BTL,92.251248
ABAB,ABB-064,1592.1228,9.54,-6.38,94.839648,2.142,0.1588,2.583,Lower_BTL,95.03351999999998
ABAB,ABB-064,1592.2752,9.515,-7.381,97.963084,1.999,0.1666,2.581,Lower_BTL,97.9843328
ABAB,ABB-064,1592.4276,9.49,-6.815,101.12764,1.995,0.1728,2.566,Lower_BTL,101.0018568
